laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
851,4,0.011511895625479662,1,17.3,0.17651573292402148,0.11204911742133537,4,0.010744435917114352,0.023023791250959325,5,0.00844205679201842,3072.89
420,0,0.0015349194167306216,0,13.3,0.04067536454336147,0.03760552570990023,8,0.31619339984650807,0.1419800460475825,5,0.015349194167306216,789.01
1208,10,0.014581734458940905,1,15.6,0.17651573292402148,0.02532617037605526,8,0.17114351496546432,0.05065234075211052,5,0.03376822716807368,819.0
951,11,0.0007674597083653108,1,15.6,0.38910207214121256,0.11204911742133537,8,0.07214121258633922,0.05065234075211052,5,0.09286262471220261,1199.0
1306,2,0.0023023791250959325,3,15.6,0.21565617805065235,0.00844205679201842,5,0.10130468150422103,0.022256331542594012,5,0.09286262471220261,369.0
469,2,0.0007674597083653108,3,15.6,0.38910207214121256,0.14581734458940906,8,0.17114351496546432,0.21565617805065235,5,0.0030698388334612432,749.0
334,7,0.0030698388334612432,4,12.5,0.38910207214121256,0.10283960092095165,8,0.31619339984650807,0.21565617805065235,5,0.011511895625479662,1335.0
827,4,0.011511895625479662,1,17.3,0.17651573292402148,0.11204911742133537,1,0.07214121258633922,0.03683806600153492,5,0.0030698388334612432,2505.02
1135,17,0.0007674597083653108,3,13.3,0.38910207214121256,0.0015349194167306216,5,0.02916346891788181,0.0283960092095165,5,0.003837298541826554,196.0
1003,4,0.0061396776669224865,3,14.0,0.38910207214121256,0.14581734458940906,8,0.05832693783576362,0.0007674597083653108,5,0.015349194167306216,1119.0
85,10,0.004604758250191865,3,15.6,0.38910207214121256,0.005372217958557176,5,0.05832693783576362,0.0007674597083653108,5,0.09286262471220261,399.0
132,7,0.0061396776669224865,3,17.3,0.38910207214121256,0.05525709900230238,8,0.31619339984650807,0.052187260168841135,5,0.02916346891788181,928.0
735,4,0.0015349194167306216,0,13.3,0.03607060629316961,0.0283960092095165,5,0.17114351496546432,0.21565617805065235,5,0.0015349194167306216,649.0
807,10,0.0023023791250959325,0,13.9,0.04067536454336147,0.10283960092095165,8,0.31619339984650807,0.21565617805065235,5,0.0030698388334612432,1349.0
175,7,0.0007674597083653108,3,17.3,0.17651573292402148,0.14581734458940906,7,0.012279355333844973,0.013046815042210284,5,0.0023023791250959325,699.0
560,7,0.0007674597083653108,3,17.3,0.017651573292402148,0.04911742133537989,8,0.17114351496546432,0.1419800460475825,5,0.006907137375287797,544.15
265,4,0.0061396776669224865,3,17.3,0.38910207214121256,0.056024558710667687,8,0.07214121258633922,0.031465848042977744,5,0.021488871834228703,1142.0
633,12,0.0007674597083653108,3,14.0,0.38910207214121256,0.003837298541826554,3,0.02916346891788181,0.022256331542594012,5,0.01841903300076746,239.0
931,11,0.0007674597083653108,1,17.3,0.38910207214121256,0.11204911742133537,1,0.056024558710667687,0.021488871834228703,5,0.00920951650038373,1599.0
1088,7,0.005372217958557176,3,13.3,0.38910207214121256,0.10283960092095165,8,0.31619339984650807,0.21565617805065235,5,0.007674597083653108,1090.0
796,10,0.014581734458940905,1,15.6,0.17651573292402148,0.11204911742133537,5,0.17114351496546432,0.05065234075211052,5,0.03376822716807368,999.0
338,2,0.0007674597083653108,3,14.0,0.38910207214121256,0.10283960092095165,8,0.056024558710667687,0.21565617805065235,5,0.02686108979278588,1334.0
361,4,0.013814274750575594,3,15.6,0.38910207214121256,0.056024558710667687,8,0.0015349194167306216,0.031465848042977744,5,0.005372217958557176,970.9
141,10,0.0061396776669224865,3,15.6,0.38910207214121256,0.14581734458940906,5,0.17114351496546432,0.009976976208749041,4,0.09286262471220261,499.0
297,7,0.0007674597083653108,3,17.3,0.017651573292402148,0.04911742133537989,8,0.17114351496546432,0.1419800460475825,5,0.0007674597083653108,489.0
1108,4,0.0023023791250959325,4,13.3,0.17651573292402148,0.05525709900230238,5,0.31619339984650807,0.031465848042977744,5,0.01841903300076746,818.35
437,15,0.0007674597083653108,2,11.6,0.21565617805065235,0.021488871834228703,5,0.005372217958557176,0.0283960092095165,1,0.0023023791250959325,269.0
144,10,0.0023023791250959325,3,14.0,0.17651573292402148,0.05525709900230238,8,0.31619339984650807,0.0030698388334612432,5,0.004604758250191865,1116.02
1205,0,0.003837298541826554,3,15.6,0.38910207214121256,0.14581734458940906,5,0.31619339984650807,0.03300076745970836,5,0.007674597083653108,691.0
601,10,0.0007674597083653108,3,17.3,0.38910207214121256,0.04911742133537989,5,0.10130468150422103,0.1419800460475825,4,0.021488871834228703,529.0
612,11,0.0015349194167306216,1,15.6,0.005372217958557176,0.11204911742133537,1,0.007674597083653108,0.03683806600153492,5,0.013046815042210284,2299.0
142,7,0.0007674597083653108,3,13.3,0.17651573292402148,0.14581734458940906,5,0.31619339984650807,0.21565617805065235,5,0.005372217958557176,699.0
1203,2,0.0007674597083653108,1,15.6,0.17651573292402148,0.03300076745970836,8,0.056024558710667687,0.010744435917114352,5,0.0007674597083653108,909.0
1004,7,0.0015349194167306216,2,12.5,0.38910207214121256,0.003837298541826554,8,0.09056024558710668,0.011511895625479662,5,0.0015349194167306216,1908.0
229,4,0.011511895625479662,1,17.3,0.17651573292402148,0.11204911742133537,1,0.056024558710667687,0.03683806600153492,5,0.00844205679201842,2456.34
868,7,0.003837298541826554,0,13.3,0.03607060629316961,0.009976976208749041,8,0.31619339984650807,0.21565617805065235,5,0.004604758250191865,2559.0
279,16,0.009976976208749041,3,15.6,0.21565617805065235,0.03760552570990023,8,0.10130468150422103,0.004604758250191865,5,0.09286262471220261,812.0
329,7,0.013814274750575594,3,15.6,0.0007674597083653108,0.056024558710667687,8,0.17114351496546432,0.052187260168841135,5,0.044512663085188024,902.0
401,4,0.010744435917114352,3,15.6,0.38910207214121256,0.10283960092095165,8,0.31619339984650807,0.010744435917114352,2,0.0023023791250959325,778.87
331,10,0.0015349194167306216,3,14.0,0.21565617805065235,0.023023791250959325,5,0.02916346891788181,0.029930928626247123,5,0.006907137375287797,292.0
561,7,0.0061396776669224865,3,17.3,0.38910207214121256,0.10283960092095165,8,0.17114351496546432,0.015349194167306216,5,0.0030698388334612432,1280.0
465,13,0.004604758250191865,4,13.5,0.004604758250191865,0.0023023791250959325,8,0.31619339984650807,0.0061396776669224865,6,0.00920951650038373,1799.0
680,10,0.0007674597083653108,0,13.3,0.04067536454336147,0.14581734458940906,8,0.31619339984650807,0.21565617805065235,5,0.013046815042210284,1034.0
513,2,0.0007674597083653108,3,15.6,0.38910207214121256,0.10283960092095165,8,0.056024558710667687,0.21565617805065235,5,0.02686108979278588,1224.0
676,16,0.0007674597083653108,3,15.6,0.17651573292402148,0.14581734458940906,8,0.31619339984650807,0.21565617805065235,5,0.007674597083653108,1258.0
787,14,0.003837298541826554,1,14.0,0.38910207214121256,0.11204911742133537,1,0.09056024558710668,0.03683806600153492,5,0.013814274750575594,2899.0
731,4,0.011511895625479662,1,17.3,0.005372217958557176,0.11204911742133537,4,0.0015349194167306216,0.023023791250959325,5,0.0030698388334612432,3659.4
1176,10,0.0007674597083653108,3,15.6,0.38910207214121256,0.052187260168841135,8,0.006907137375287797,0.005372217958557176,5,0.02916346891788181,788.49
916,10,0.0023023791250959325,3,15.6,0.17651573292402148,0.14581734458940906,8,0.09056024558710668,0.21565617805065235,5,0.013814274750575594,1962.99
446,2,0.0030698388334612432,3,15.6,0.38910207214121256,0.14581734458940906,5,0.31619339984650807,0.21565617805065235,2,0.02686108979278588,559.0
588,4,0.00920951650038373,3,15.6,0.21565617805065235,0.010744435917114352,8,0.10130468150422103,0.21565617805065235,5,0.016116653875671526,1008.52
684,2,0.0015349194167306216,4,14.0,0.38910207214121256,0.14581734458940906,8,0.31619339984650807,0.21565617805065235,5,0.012279355333844973,1135.0
565,7,0.0007674597083653108,3,15.6,0.17651573292402148,0.0015349194167306216,7,0.05832693783576362,0.031465848042977744,5,0.010744435917114352,568.9
1226,0,0.0007674597083653108,3,17.3,0.017651573292402148,0.012279355333844973,8,0.17114351496546432,0.03300076745970836,5,0.0015349194167306216,629.0
967,2,0.0015349194167306216,0,12.5,0.38910207214121256,0.0007674597083653108,8,0.011511895625479662,0.011511895625479662,1,0.019953952417498082,1159.0
701,10,0.00920951650038373,0,14.0,0.005372217958557176,0.10283960092095165,8,0.31619339984650807,0.21565617805065235,5,0.005372217958557176,2590.0
326,10,0.005372217958557176,3,17.3,0.017651573292402148,0.14581734458940906,5,0.17114351496546432,0.009976976208749041,5,0.0007674597083653108,589.0
440,10,0.0015349194167306216,5,15.6,0.00920951650038373,0.009976976208749041,1,0.09056024558710668,0.03300076745970836,5,0.031465848042977744,2445.0
752,10,0.0007674597083653108,5,15.6,0.00920951650038373,0.009976976208749041,1,0.010744435917114352,0.0015349194167306216,5,0.02916346891788181,3299.0
1048,7,0.007674597083653108,3,15.6,0.38910207214121256,0.03760552570990023,8,0.31619339984650807,0.1419800460475825,5,0.007674597083653108,1228.99
1279,2,0.0023023791250959325,4,13.3,0.17651573292402148,0.0023023791250959325,8,0.09056024558710668,0.011511895625479662,5,0.019953952417498082,729.0
40,7,0.013814274750575594,3,15.6,0.38910207214121256,0.05525709900230238,8,0.31619339984650807,0.003837298541826554,5,0.044512663085188024,879.0
31,3,0.0007674597083653108,3,15.6,0.38910207214121256,0.0007674597083653108,5,0.011511895625479662,0.022256331542594012,5,0.0015349194167306216,244.99
247,2,0.0007674597083653108,3,17.3,0.38910207214121256,0.10283960092095165,8,0.07214121258633922,0.005372217958557176,4,0.0015349194167306216,889.0
1262,7,0.00920951650038373,3,14.0,0.38910207214121256,0.052187260168841135,5,0.31619339984650807,0.1419800460475825,7,0.0061396776669224865,1099.99
906,16,0.0007674597083653108,3,13.3,0.38910207214121256,0.14581734458940906,8,0.31619339984650807,0.21565617805065235,5,0.005372217958557176,1475.0
139,10,0.0007674597083653108,3,15.6,0.21565617805065235,0.023023791250959325,5,0.17114351496546432,0.029930928626247123,4,0.016116653875671526,252.36
315,10,0.0007674597083653108,3,13.3,0.17651573292402148,0.14581734458940906,8,0.31619339984650807,0.21565617805065235,5,0.012279355333844973,999.0
1102,10,0.0023023791250959325,3,14.0,0.38910207214121256,0.052187260168841135,8,0.003837298541826554,0.1419800460475825,7,0.013814274750575594,1199.0
1083,4,0.0030698388334612432,1,15.6,0.005372217958557176,0.03300076745970836,1,0.056024558710667687,0.003837298541826554,5,0.0023023791250959325,1329.0
1014,0,0.0007674597083653108,1,15.6,0.17651573292402148,0.11204911742133537,8,0.07214121258633922,0.05065234075211052,5,0.00920951650038373,1260.0
1169,7,0.0007674597083653108,3,15.6,0.21565617805065235,0.0015349194167306216,5,0.10130468150422103,0.0030698388334612432,5,0.01918649270913277,297.0
1311,10,0.0061396776669224865,3,15.6,0.17651573292402148,0.03300076745970836,8,0.17114351496546432,0.010744435917114352,5,0.00920951650038373,899.0
673,16,0.009976976208749041,3,15.6,0.21565617805065235,0.0007674597083653108,5,0.05832693783576362,0.1419800460475825,5,0.044512663085188024,498.0
4,1,0.007674597083653108,4,15.4,0.0030698388334612432,0.0007674597083653108,1,0.09056024558710668,0.0007674597083653108,8,0.0030698388334612432,2537.45
114,4,0.023023791250959325,4,13.3,0.011511895625479662,0.0015349194167306216,8,0.31619339984650807,0.0061396776669224865,5,0.005372217958557176,1379.0
714,0,0.0015349194167306216,0,13.3,0.04067536454336147,0.05525709900230238,8,0.31619339984650807,0.052187260168841135,5,0.015349194167306216,999.0
1139,2,0.0030698388334612432,3,15.6,0.21565617805065235,0.0283960092095165,5,0.17114351496546432,0.21565617805065235,5,0.02686108979278588,435.0
1304,10,0.003837298541826554,3,14.0,0.21565617805065235,0.00844205679201842,3,0.011511895625479662,0.022256331542594012,5,0.016116653875671526,229.0
981,7,0.013814274750575594,3,15.6,0.38910207214121256,0.0283960092095165,5,0.10130468150422103,0.21565617805065235,5,0.01841903300076746,685.0
885,15,0.004604758250191865,4,15.0,0.38910207214121256,0.10283960092095165,1,0.31619339984650807,0.03300076745970836,5,0.005372217958557176,1849.0
382,10,0.0007674597083653108,2,11.6,0.005372217958557176,0.003837298541826554,5,0.05832693783576362,0.029930928626247123,5,0.0007674597083653108,553.0
579,7,0.0007674597083653108,3,15.6,0.17651573292402148,0.0015349194167306216,7,0.31619339984650807,0.031465848042977744,5,0.013814274750575594,649.0
493,4,0.003837298541826554,5,15.6,0.17651573292402148,0.005372217958557176,1,0.09056024558710668,0.003837298541826554,5,0.0023023791250959325,2338.0
319,2,0.0015349194167306216,0,11.6,0.012279355333844973,0.023023791250959325,3,0.02916346891788181,0.029930928626247123,5,0.012279355333844973,275.0
1069,7,0.004604758250191865,3,15.6,0.21565617805065235,0.006907137375287797,5,0.10130468150422103,0.1419800460475825,5,0.0061396776669224865,705.15
324,0,0.0015349194167306216,3,11.6,0.21565617805065235,0.00844205679201842,5,0.0030698388334612432,0.006907137375287797,5,0.01841903300076746,485.0
622,2,0.0007674597083653108,1,17.3,0.38910207214121256,0.11204911742133537,8,0.07214121258633922,0.05065234075211052,5,0.010744435917114352,1168.0
721,2,0.0015349194167306216,3,14.0,0.38910207214121256,0.023023791250959325,5,0.02916346891788181,0.029930928626247123,5,0.016116653875671526,298.0
6,0,0.00920951650038373,3,15.6,0.21565617805065235,0.00844205679201842,5,0.10130468150422103,0.00844205679201842,5,0.044512663085188024,400.0
103,7,0.0007674597083653108,3,15.6,0.38910207214121256,0.10283960092095165,8,0.31619339984650807,0.031465848042977744,5,0.010744435917114352,719.0
431,4,0.011511895625479662,1,17.3,0.0030698388334612432,0.005372217958557176,1,0.056024558710667687,0.023023791250959325,5,0.00844205679201842,2799.0
1295,0,0.0023023791250959325,3,15.6,0.21565617805065235,0.021488871834228703,5,0.10130468150422103,0.0283960092095165,2,0.03376822716807368,289.0
606,4,0.003837298541826554,5,15.6,0.03607060629316961,0.11204911742133537,8,0.31619339984650807,0.003837298541826554,5,0.007674597083653108,1763.0
1182,7,0.0007674597083653108,3,15.6,0.21565617805065235,0.052187260168841135,5,0.10130468150422103,0.1419800460475825,4,0.044512663085188024,476.99
687,0,0.0007674597083653108,1,15.6,0.38910207214121256,0.02532617037605526,1,0.31619339984650807,0.021488871834228703,5,0.02916346891788181,1299.0
430,2,0.0007674597083653108,3,15.6,0.38910207214121256,0.0283960092095165,8,0.17114351496546432,0.03300076745970836,2,0.031465848042977744,597.0
1268,4,0.006907137375287797,3,15.6,0.21565617805065235,0.00844205679201842,5,0.10130468150422103,0.022256331542594012,2,0.09286262471220261,324.0
912,4,0.023023791250959325,0,13.3,0.011511895625479662,0.003837298541826554,8,0.09056024558710668,0.010744435917114352,5,0.0030698388334612432,2013.1
596,2,0.0030698388334612432,1,17.3,0.17651573292402148,0.02532617037605526,8,0.07214121258633922,0.03683806600153492,5,0.0023023791250959325,1770.0
773,4,0.0015349194167306216,3,13.3,0.21565617805065235,0.04911742133537989,5,0.10130468150422103,0.1419800460475825,5,0.005372217958557176,849.0
232,2,0.0007674597083653108,3,15.6,0.38910207214121256,0.14581734458940906,8,0.31619339984650807,0.003837298541826554,5,0.02686108979278588,769.0
